sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,lambda_rd,anis_param,clip
0,26.513381574372126,0.929932824513799,0.0021829656325280666,0.007153302896767855,0.7,0.9,5,0.01,0.0046415888336127,True
1,28.159316484446528,0.9021771955222453,0.0015259463107213378,0.01003424171358347,0.7,0.9,5,0.01,0.0215443469003188,True
2,33.929911797502015,0.9593685246904076,0.00037714396603405476,0.005543824750930071,0.7,0.9,5,0.01,0.0004641588833612,True
3,29.391346544347797,0.933616668629324,0.0010622639674693346,0.0034693984780460596,0.7,0.9,5,0.01,0.0215443469003188,True
4,27.456240230447477,0.9195414622813094,0.0017702291952446103,0.003997283987700939,0.7,0.9,5,0.01,0.0021544346900318,True
5,27.932858500713174,0.9215857505387943,0.0014886086573824286,0.00660800002515316,0.7,0.9,5,0.01,0.01,True
6,30.044258730072023,0.9621188357949134,0.0008101507555693388,0.004638277925550938,0.7,0.9,5,0.01,0.001,True
7,35.05567277910953,0.966276250618161,0.0003090615791734308,0.0037541999481618404,0.7,0.9,5,0.01,0.01,True
8,27.424104922774085,0.9292921420874918,0.001794258365407586,0.006226956378668547,0.7,0.9,5,0.01,0.001,True
9,20.07132356073987,0.8266977923010531,0.009700015187263489,0.006536135915666819,0.7,0.9,5,0.01,0.01,True
10,31.76261391286612,0.9791333909589562,0.0006585847586393356,0.005896429065614939,0.7,0.9,5,0.01,0.0021544346900318,True
11,34.03208483993227,0.9664260078878963,0.0003946001816075295,0.008023437112569809,0.7,0.9,5,0.01,0.0464158883361277,True
12,23.68331052185871,0.9421311664386385,0.00425307359546423,0.0047438787296414375,0.7,0.9,5,0.01,0.0046415888336127,True
13,24.15586079725026,0.9079830245536793,0.0038292338140308857,0.0060118865221738815,0.7,0.9,5,0.01,0.01,True
14,29.492075286012618,0.9567480523589041,0.0011226190254092216,0.0068091233260929585,0.7,0.9,5,0.01,0.0004641588833612,True
15,37.632382272155226,0.958718992915808,0.00017220855806954205,0.0034727021120488644,0.7,0.9,5,0.01,0.01,True
16,39.07011101485763,0.9866861007469481,0.00012346950825303793,0.0025485858786851168,0.7,0.9,5,0.01,0.0215443469003188,True
17,29.281527510140137,0.9576890091032129,0.001178660662844777,0.003293859539553523,0.7,0.9,5,0.01,0.0215443469003188,True
18,28.527143157443057,0.9226593275396374,0.0013546452391892672,0.003730978351086378,0.7,0.9,5,0.01,0.01,True
19,28.977239383659782,0.918757757135466,0.0012233667075634003,0.005031966604292393,0.7,0.9,5,0.01,0.0046415888336127,True
20,29.78853872758895,0.907770267433162,0.0008983469451777637,0.003447276772931218,0.7,0.9,5,0.01,0.01,True
21,28.75044285299658,0.9727128584887467,0.001331937382929027,0.0027763056568801403,0.7,0.9,5,0.01,0.0215443469003188,True
22,32.13885127095394,0.9754413649270655,0.00059948128182441,0.00569683313369751,0.7,0.9,5,0.01,0.0004641588833612,True
23,29.60533399247096,0.9300304507938578,0.001092991209588945,0.004272317513823509,0.7,0.9,5,0.01,0.0215443469003188,True
24,-45.24713187787103,0.4331497526371422,33336.83984375,350.53253173828125,0.7,0.9,5,0.01,0.0002154434690031,True
