sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,15.558521319611394,0.4768465590981253,0.02719775028526783,0.06526592373847961,0.25,0.6,50,False
1,17.777960255443425,0.6524267010676691,0.016659993678331375,0.06999652087688446,0.25,0.6,50,False
2,24.97680061250079,0.7027969458493943,0.0029635911341756582,0.03753523901104927,0.25,0.6,50,False
3,26.913532052738688,0.8296851124511158,0.001879377057775855,0.05591611936688423,0.25,0.6,50,False
4,18.82326171305739,0.5863992559644985,0.01292192842811346,0.07077904790639877,0.25,0.6,50,False
5,19.456756748648147,0.6361986272971205,0.010480711236596107,0.052792564034461975,0.25,0.6,50,False
6,20.55936307723065,0.6559357980965547,0.007195407524704933,0.05756048858165741,0.25,0.6,50,False
7,24.531421666069065,0.7379783731837198,0.003487145993858576,0.04528782516717911,0.25,0.6,50,False
8,18.866621427288383,0.6243832855605159,0.01287162397056818,0.061904970556497574,0.25,0.6,50,False
9,19.314132975868105,0.7394500006315485,0.011547594331204891,0.06820592284202576,0.25,0.6,50,False
