sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,24.04944217562253,0.8386115530087751,0.0038498234935104847,0.028940504416823387,0.5,0.8,300,True
1,22.246146092257536,0.8228395471876291,0.005954650230705738,0.034249819815158844,0.5,0.8,300,True
2,28.197496052665542,0.9055522971851915,0.001411720528267324,0.020418571308255196,0.5,0.8,300,True
3,29.14868085070821,0.8877925003310031,0.0011233084369450808,0.028345169499516487,0.5,0.8,300,True
4,28.71615184914905,0.9360818424030477,0.0013244583969935775,0.024840472266077995,0.5,0.8,300,True
5,25.632767739745802,0.8716571650840726,0.0025280730333179235,0.028820279985666275,0.5,0.8,300,True
6,22.947117941086805,0.8275928684848244,0.004152216017246246,0.03832778334617615,0.5,0.8,300,True
7,33.1328178995387,0.9466926996645174,0.0004812053812202066,0.01817248947918415,0.5,0.8,300,True
8,23.271946884214707,0.8345908507922428,0.0046676769852638245,0.02850094623863697,0.5,0.8,300,True
9,18.469754705663043,0.6690381871460025,0.014025853946805,0.04834765940904617,0.5,0.8,300,True
