sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,36.70547337686245,0.9629308648707328,0.0002088515757350251,0.024837471544742584,0.25,0.4,300
1,32.573238268122445,0.8920036801487838,0.0005522643914446235,0.025223132222890854,0.25,0.4,300
2,33.70451039944507,0.9606707625444767,0.00039723480585962534,0.020411742851138115,0.25,0.4,300
3,37.77266341283858,0.9754016194550246,0.00015420583076775074,0.020325547084212303,0.25,0.4,300
4,33.69512918469852,0.9624429612552172,0.00042086283792741597,0.021215135231614113,0.25,0.4,300
5,38.320317878302355,0.9503981625148017,0.00013615531497634947,0.02789895422756672,0.25,0.4,300
6,35.82795426727798,0.9695655148249539,0.00021389286848716438,0.02123107947409153,0.25,0.4,300
7,35.8494419806275,0.9267495061098853,0.0002574352838564664,0.02579096518456936,0.25,0.4,300
8,35.695625149451345,0.9511741815121427,0.00026713634724728763,0.023444682359695435,0.25,0.4,300
9,37.38572634008301,0.9620999106589485,0.00018002472643274814,0.024894459173083305,0.25,0.4,300
