sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,21.04776393016044,0.8370458207786565,0.007684377022087574,0.020060721784830093,0.07,0.2,100,True
1,21.71507739138077,0.8274026875148919,0.0067291962914168835,0.03403231129050255,0.07,0.2,100,True
2,27.793676847515965,0.9146780287293999,0.0015492825768887997,0.010243546217679977,0.07,0.2,100,True
3,29.756309815735488,0.9140452950744975,0.0009766436414793134,0.02426198311150074,0.07,0.2,100,True
4,25.43166263578204,0.9433426754347312,0.00282154674641788,0.02051023580133915,0.07,0.2,100,True
5,23.43692499879253,0.8758350298510503,0.004191542509943247,0.028431816026568413,0.07,0.2,100,True
6,22.571158749448305,0.8534063711313616,0.0045276815071702,0.032644372433423996,0.07,0.2,100,True
7,25.639541986771608,0.9366710036416357,0.0027018305845558643,0.013603920117020607,0.07,0.2,100,True
8,22.13696597011929,0.8379628545682978,0.0060617621056735516,0.03359612822532654,0.07,0.2,100,True
9,18.49771092882594,0.6991446867449395,0.013935858383774757,0.04433141276240349,0.07,0.2,100,True
