sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,16.23837645235843,0.520629001410507,0.023256665095686913,0.05450334772467613,0.25,1.4,100,False
1,18.309520289569853,0.6787411022482436,0.01474072691053152,0.05589064955711365,0.25,1.4,100,False
2,26.147435700815294,0.7863756618701431,0.0022633657790720463,0.034214384853839874,0.25,1.4,100,False
3,28.21695006005651,0.8598545887400574,0.00139210547786206,0.04996204003691673,0.25,1.4,100,False
4,20.0322852788485,0.665804373127912,0.00978193897753954,0.0724182277917862,0.25,1.4,100,False
5,20.05515131217078,0.6782983409234715,0.009131691418588161,0.05119415745139122,0.25,1.4,100,False
6,19.68130090419201,0.6213679145523024,0.008807681500911713,0.06140192970633507,0.25,1.4,100,False
7,25.98344712372409,0.7777366780328023,0.0024961321614682674,0.04325488582253456,0.25,1.4,100,False
8,18.700794436195082,0.6287851654008988,0.013372605666518211,0.05533729866147041,0.25,1.4,100,False
9,19.38728720861215,0.7330839554746419,0.011354710906744003,0.06663091480731964,0.25,1.4,100,False
