sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,25.366068325340546,0.8732711284551166,0.0028430090751498938,0.025831937789916992,0.25,1.4,50,True
1,21.80233088149176,0.8142367879873559,0.006595349404960871,0.03177986666560173,0.25,1.4,50,True
2,28.596003748264422,0.9162964288300615,0.001287946943193674,0.02146010845899582,0.25,1.4,50,True
3,28.88977485838355,0.8923174013672832,0.0011923112906515598,0.02630741149187088,0.25,1.4,50,True
4,28.76751371528809,0.9508225015057991,0.0013088869163766503,0.02414943464100361,0.25,1.4,50,True
5,26.568054782379832,0.9010642832139087,0.0020382662769407034,0.028155149891972542,0.25,1.4,50,True
6,23.39425128705315,0.8466763855164757,0.0037459898740053177,0.038787029683589935,0.25,1.4,50,True
7,34.394591446865476,0.9661772905765303,0.0003598762268666178,0.01567111723124981,0.25,1.4,50,True
8,23.51761708531714,0.8387738693610287,0.004410966765135527,0.02783704735338688,0.25,1.4,50,True
9,18.385339137770114,0.6657529797567674,0.014301148243248463,0.04886495694518089,0.25,1.4,50,True
