sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,35.5905499322126,0.9705334566725788,0.00026997903478331864,0.01986527070403099,0.25,0.6,100
1,34.45347276400551,0.9310317981884391,0.0003581983910407871,0.019993405789136887,0.25,0.6,100
2,33.96708244135053,0.9756958275741222,0.000373929797206074,0.0153143759816885,0.25,0.6,100
3,38.28896674135491,0.9844066396247984,0.0001369211240671575,0.016054922714829445,0.25,0.6,100
4,33.68904888158572,0.982436513399438,0.0004214524815324694,0.01513624843209982,0.25,0.6,100
5,39.88798142144578,0.9813196109175313,9.49004534049891e-05,0.018836062401533127,0.25,0.6,100
6,37.00897530727631,0.9864010883589401,0.00016296493413392454,0.015427258796989918,0.25,0.6,100
7,37.384956711788696,0.9618904123426837,0.00018076594278682023,0.017406532540917397,0.25,0.6,100
8,37.47163838202872,0.9758388237533677,0.00017747274250723422,0.01830538734793663,0.25,0.6,100
9,39.95997306462948,0.9868849252338134,9.951934043783695e-05,0.017459820955991745,0.25,0.6,100
