sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,29.436765358353362,0.9120597227657228,0.0011135468957945704,0.02473066747188568,1.0,1.2,500,False
1,29.954275669560815,0.9204620055400673,0.00100935366936028,0.02477293089032173,1.0,1.2,500,False
2,29.76558956497265,0.8683030148343375,0.0009838738478720188,0.022550147026777267,1.0,1.2,500,False
3,31.49248943034625,0.9481676223071391,0.0006548143574036658,0.019952241331338882,1.0,1.2,500,False
4,23.973050031122852,0.859339317168235,0.003947739489376545,0.028137192130088806,1.0,1.2,500,False
5,31.758051490133774,0.9618140516420144,0.0006169659900479019,0.02072044089436531,1.0,1.2,500,False
6,30.788600243087743,0.953533807959719,0.000682545593008399,0.023469839245080948,1.0,1.2,500,False
7,33.676010305496916,0.8927763363757816,0.0004246305616106838,0.01781303808093071,1.0,1.2,500,False
8,30.42140279821941,0.9421001005268073,0.0008998191333375871,0.020501242950558662,1.0,1.2,500,False
9,27.798435350589685,0.8795954998995521,0.0016370473895221949,0.03556888550519943,1.0,1.2,500,False
