sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,16.188995105466123,0.5171382443092125,0.02352261357009411,0.05592314526438713,0.25,1.4,200,False
1,18.344449730840115,0.6789212875121861,0.014622644521296024,0.056386251002550125,0.25,1.4,200,False
2,26.105451612414807,0.7810686299301275,0.0022853524424135685,0.03492862731218338,0.25,1.4,200,False
3,28.08829742830895,0.8564539046181265,0.0014339610934257507,0.05030012130737305,0.25,1.4,200,False
4,20.027722989242093,0.6621288286685241,0.009792221710085869,0.07305873185396194,0.25,1.4,200,False
5,20.06436161667895,0.6765341491401685,0.009112346917390823,0.051727909594774246,0.25,1.4,200,False
6,19.603437364350217,0.621086451117698,0.008967016823589802,0.061858370900154114,0.25,1.4,200,False
7,25.875970318825225,0.7744583466476631,0.0025586760602891445,0.04365907609462738,0.25,1.4,200,False
8,18.67761936109178,0.6246528518609645,0.01344415731728077,0.05568042770028114,0.25,1.4,200,False
9,19.351400358935933,0.7245362376839962,0.011448925361037254,0.06785384565591812,0.25,1.4,200,False
