sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,16.62197243478574,0.5427829160576606,0.021290594711899757,0.054311640560626984,0.05,1.0,100,False
1,18.273429322006752,0.6885909041301911,0.014863735996186733,0.05415571480989456,0.05,1.0,100,False
2,26.319051430859396,0.7866467840344866,0.0021756708156317472,0.0310740415006876,0.05,1.0,100,False
3,28.349883585574176,0.8726293977330144,0.0013501399662345648,0.04630441963672638,0.05,1.0,100,False
4,19.86722838982196,0.6540356330169349,0.01016086433082819,0.06870836019515991,0.05,1.0,100,False
5,20.06101128395077,0.6847783684361041,0.009119379334151745,0.04831784591078758,0.05,1.0,100,False
6,19.68303922525262,0.6205059261490691,0.008804157376289368,0.0582093745470047,0.05,1.0,100,False
7,25.73315241812322,0.7763408263972253,0.0026442166417837143,0.04108560085296631,0.05,1.0,100,False
8,18.58759268203954,0.628037727501227,0.01372575480490923,0.05481217801570892,0.05,1.0,100,False
9,19.45828472358549,0.7666021545200875,0.01117059588432312,0.05977606028318405,0.05,1.0,100,False
