sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,44.46716954703933,0.9967233204466394,3.496778663247824e-05,0.010377812199294567,0.05,0.6,400
1,43.59453672756635,0.9908420362339669,4.365331187727861e-05,0.00716608390212059,0.05,0.6,400
2,40.29906636745313,0.9957857892086386,8.70145158842206e-05,0.0066811442375183105,0.05,0.6,400
3,46.649501252498936,0.9965939282202253,1.9971790607087314e-05,0.006125961896032095,0.05,0.6,400
4,42.16701613090918,0.9977360204615706,5.983453229418956e-05,0.0061123548075556755,0.05,0.6,400
5,47.39835182772717,0.9965981463714281,1.6835701899253763e-05,0.006462831050157547,0.05,0.6,400
6,48.64521241444719,0.9977221784515401,1.1180738511029631e-05,0.0064172521233558655,0.05,0.6,400
7,45.56854496872005,0.9953911987251541,2.7463622245704755e-05,0.006056825630366802,0.05,0.6,400
8,44.3531052091745,0.9956445488059976,3.639024362200871e-05,0.007279142737388611,0.05,0.6,400
9,45.972901021066654,0.996528204903391,2.4923823730205186e-05,0.00801333598792553,0.05,0.6,400
