sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,lambda_rd,anis_param,clip
0,30.22213202194027,0.941089423778933,0.0009293342009186745,0.018861012533307076,0.35,0.9,5,1e-08,0.0046415888336127,True
1,28.47165257541625,0.9159147126256066,0.0014200565638020635,0.029299581423401833,0.35,0.9,5,1e-08,0.0464158883361277,True
2,33.19058656688405,0.9635461437428453,0.00044713608804158866,0.014778082258999348,0.35,0.9,5,1e-08,0.001,True
3,32.859423173440796,0.9342751751189631,0.0004779965674970299,0.014909869059920311,0.35,0.9,5,1e-08,0.01,True
4,28.23226821394099,0.953245046914731,0.0014805623795837164,0.016966965049505234,0.35,0.9,5,1e-08,0.0046415888336127,True
5,37.255773426740795,0.973800696255745,0.00017397587362211198,0.010275332257151604,0.35,0.9,5,1e-08,0.0046415888336127,True
6,30.8431085717173,0.9491538162909302,0.0006740326061844826,0.020371954888105392,0.35,0.9,5,1e-08,0.0021544346900318,True
7,41.17467970435213,0.9826826661117798,7.553432078566402e-05,0.006250147242099047,0.35,0.9,5,1e-08,0.01,True
8,28.18551557623097,0.9095411477985305,0.001505719032138586,0.021068474277853966,0.35,0.9,5,1e-08,0.0046415888336127,True
9,18.722344220291674,0.6936329190208007,0.013233368285000324,0.0388944111764431,0.35,0.9,5,1e-08,0.0215443469003188,True
10,26.071559691030266,0.9414123973748633,0.002441839314997196,0.03285851702094078,0.35,0.9,5,1e-08,0.01,True
11,32.63493058736059,0.9293761999875891,0.0005443430854938924,0.019609306007623672,0.35,0.9,5,1e-08,0.1,True
12,28.276538697483314,0.9321365883137542,0.0014769985573366284,0.015664370730519295,0.35,0.9,5,1e-08,0.01,True
13,27.5900413752367,0.907321893305386,0.0017365759704262018,0.023782432079315186,0.35,0.9,5,1e-08,0.0215443469003188,True
14,33.87727423733868,0.9483791904445157,0.0004089898138772696,0.022017771378159523,0.35,0.9,5,1e-08,0.0021544346900318,True
15,40.11871480765546,0.9763078041243971,9.714522457215935e-05,0.010536827147006989,0.35,0.9,5,1e-08,0.01,True
16,37.354589169117304,0.9727279137593182,0.00018327866564504802,0.016409464180469513,0.35,0.9,5,1e-08,0.0464158883361277,True
17,32.87701436321263,0.9645921582638664,0.0005150389624759555,0.018085533753037453,0.35,0.9,5,1e-08,0.0464158883361277,True
18,33.30332401002202,0.9478226535798842,0.00045103213051334023,0.019150279462337494,0.35,0.9,5,1e-08,0.01,True
19,35.645092695316734,0.9743961820107865,0.0002634943521115929,0.016930609941482544,0.35,0.9,5,1e-08,0.0046415888336127,True
20,26.798311003784935,0.827082546971598,0.001788408844731748,0.03558627516031265,0.35,0.9,5,1e-08,0.01,True
21,38.34041787311407,0.9859212711376548,0.00014638154243584722,0.011159875430166721,0.35,0.9,5,1e-08,0.0464158883361277,True
22,29.979411435843378,0.9434108958032724,0.000985642895102501,0.029919028282165527,0.35,0.9,5,1e-08,0.0021544346900318,True
23,30.939226740018015,0.9258237711785379,0.0008039469830691814,0.022090217098593712,0.35,0.9,5,1e-08,0.0464158883361277,True
24,29.35616419686405,0.9285606530459427,0.0011550341732800007,0.02605888620018959,0.35,0.9,5,1e-08,0.001,True
