sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,lambda_rd,anis_param,clip
0,30.323721563429764,0.9629952423351407,0.000907847483176738,0.005309287924319506,0.07,0.9,10,9.999999999999999e-06,0.0215443469003188,True
1,33.52636237205114,0.9725681406333351,0.00044343978515826166,0.008244323544204235,0.07,0.9,10,9.999999999999999e-06,0.0464158883361277,True
2,-279.646235159988,0.48489735173244103,8.592546516156841e+27,202370168389632.0,0.07,0.9,10,9.999999999999999e-06,0.0001,True
3,37.06797747976967,0.9624825215737948,0.00018137163715437055,0.00358494371175766,0.07,0.9,10,9.999999999999999e-06,0.0046415888336127,True
4,36.66773561262485,0.9829772023562923,0.00021226576063781977,0.004176892340183258,0.07,0.9,10,9.999999999999999e-06,0.0046415888336127,True
5,35.208348492636965,0.9612230862749374,0.00027876070817001164,0.0025260106194764376,0.07,0.9,10,9.999999999999999e-06,0.001,True
6,32.32585371428284,0.9776365276276142,0.0004790780949406326,0.0035031032748520374,0.07,0.9,10,9.999999999999999e-06,0.0021544346900318,True
7,44.94751988969021,0.9889978613123929,3.168548209941946e-05,0.0016786078922450542,0.07,0.9,10,9.999999999999999e-06,0.0004641588833612,True
8,33.365519620017366,0.9692887036347044,0.00045681835035793483,0.004561187233775854,0.07,0.9,10,9.999999999999999e-06,0.0021544346900318,True
9,20.301030022524444,0.8238402359494319,0.009200295433402061,0.006884730886667967,0.07,0.9,10,9.999999999999999e-06,0.0215443469003188,True
