sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,25.869253700077287,0.8896506413972626,0.0025319766718894243,0.02370636910200119,0.07,1.0,500,True
1,21.625484311439905,0.8099171835784837,0.00686945766210556,0.03030611202120781,0.07,1.0,500,True
2,29.155790896801985,0.9210300051239083,0.0011321898782625794,0.018491551280021667,0.07,1.0,500,True
3,30.315498647689175,0.9089201652051803,0.0008586521144025028,0.025134017691016197,0.07,1.0,500,True
4,29.01689441531182,0.9547495604314917,0.0012358451494947076,0.021847134456038475,0.07,1.0,500,True
5,26.932144229502168,0.9074376089074548,0.0018743557156994939,0.026909800246357918,0.07,1.0,500,True
6,23.212365703665352,0.8474755367809946,0.0039062064606696367,0.036295585334300995,0.07,1.0,500,True
7,35.47275484337552,0.9707650314512882,0.0002807610435411334,0.014950304292142391,0.07,1.0,500,True
8,23.33459394315058,0.8381516922664636,0.004600829444825649,0.026503970846533775,0.07,1.0,500,True
9,18.621770692007253,0.6898288696393288,0.013543399050831795,0.044426530599594116,0.07,1.0,500,True
