sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,25.762365943884756,0.8903122568387147,0.002595066325739026,0.023241708055138588,0.25,1.0,25,True
1,21.95295009587432,0.8256635030243371,0.006370534189045429,0.02994874306023121,0.25,1.0,25,True
2,29.385659129765788,0.9264179547207398,0.0010738222626969218,0.01833927258849144,0.25,1.0,25,True
3,30.386204834212943,0.9099154859950422,0.0008447857690043747,0.02488909289240837,0.25,1.0,25,True
4,29.217811682567447,0.9537670816322721,0.001179973827674985,0.02172991633415222,0.25,1.0,25,True
5,26.903352200449792,0.9097169181563862,0.001886822865344584,0.026693711057305336,0.25,1.0,25,True
6,23.505353136233424,0.8546902213538666,0.003651374951004982,0.035992331802845,0.25,1.0,25,True
7,36.38335702718852,0.9740188211602446,0.00022765468747820705,0.014117099344730377,0.25,1.0,25,True
8,23.406945762975383,0.8455811954395109,0.0045248158276081085,0.026293767616152763,0.25,1.0,25,True
9,18.725623591239618,0.6933506726801744,0.013223377987742424,0.04438193142414093,0.25,1.0,25,True
