sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,-78.72788798605455,-1.5777464494073869e-09,72974960.0,77165.6015625,0.5,500,0.4
1,-77.95230739646661,-7.092190432080711e-11,62330648.0,77292.90625,0.5,500,0.4
2,-78.30431794045181,-9.225188889252705e-10,63085584.0,77192.8984375,0.5,500,0.4
3,-78.62381795154262,2.7409079296571674e-09,67258776.0,77260.3515625,0.5,500,0.4
4,-78.2308709973839,-1.101272744209409e-09,65575352.0,77206.8984375,0.5,500,0.4
5,-78.3285488075414,-2.3046142506464464e-10,62939204.0,77116.265625,0.5,500,0.4
6,-78.88868129583194,1.723674690499779e-10,63366516.0,77237.3359375,0.5,500,0.4
7,-78.05201224616684,3.0098462406890267e-09,63214032.0,77370.4921875,0.5,500,0.4
8,-77.94734803119312,-7.403512778485143e-10,61805952.0,77245.5078125,0.5,500,0.4
9,-78.12597282454847,-8.719787268019577e-10,64047480.0,77215.53125,0.5,500,0.4
