sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,30.80858046950254,0.9369708583964145,0.0008119457052089274,0.017201345413923264,1.0,1.2,100,False
1,32.79362973502237,0.9588531996166743,0.0005249379319138825,0.018910948187112808,1.0,1.2,100,False
2,31.67581577451162,0.9070277610607254,0.000633748306427151,0.01569533720612526,1.0,1.2,100,False
3,34.06600292219434,0.9703936577073929,0.00036204856587573886,0.013457801192998886,1.0,1.2,100,False
4,24.07343540987672,0.8705824012923371,0.003857535542920232,0.019998665899038315,1.0,1.2,100,False
5,34.39000958852627,0.9778345919015238,0.0003365622542332858,0.013364325277507305,1.0,1.2,100,False
6,33.566363397522125,0.969042461599974,0.00036004383582621813,0.015931250527501106,1.0,1.2,100,False
7,35.455470039283156,0.913707033153412,0.00028188066789880395,0.012174940668046474,1.0,1.2,100,False
8,31.352122603755724,0.9525199748106662,0.0007262451690621674,0.015899917110800743,1.0,1.2,100,False
9,32.1006638339091,0.9422595051988975,0.0006079087615944445,0.023626789450645447,1.0,1.2,100,False
