sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,15.664181520416175,0.4337861313128373,0.026544034481048584,0.07672905176877975,0.07,0.2,50,False
1,18.5656954107651,0.6716264265762297,0.013896370306611061,0.07428883761167526,0.07,0.2,50,False
2,25.096124628133587,0.6876414739911255,0.0028832738753408194,0.04480535537004471,0.07,0.2,50,False
3,26.552056864097118,0.7884678438794103,0.002042497042566538,0.06285566836595535,0.07,0.2,50,False
4,19.245306799708025,0.5861843914557111,0.011725268326699734,0.07629380375146866,0.07,0.2,50,False
5,19.670425203940095,0.5955741882920532,0.009977549314498901,0.06339292973279953,0.07,0.2,50,False
6,19.635784796982858,0.5780109458231012,0.008900475688278675,0.06703073531389236,0.07,0.2,50,False
7,25.220891209510516,0.6909046647464713,0.0029752482660114765,0.05533142387866974,0.07,0.2,50,False
8,19.15781041718478,0.6246417225851515,0.01203689444810152,0.06962558627128601,0.07,0.2,50,False
9,19.113505694879965,0.6871148428237652,0.012093561701476574,0.07877253741025925,0.07,0.2,50,False
