sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,16.2351486665759,0.519359158063641,0.023273954167962074,0.05426616966724396,0.25,1.0,25,False
1,17.78691250689912,0.6604324580693782,0.01662568934261799,0.055225830525159836,0.25,1.0,25,False
2,25.54275240906491,0.7552552328173983,0.002601495711132884,0.030376937240362167,0.25,1.0,25,False
3,27.365827719328678,0.8565518474225551,0.0016934967134147882,0.04703054577112198,0.25,1.0,25,False
4,19.115282915564503,0.6247460007192179,0.012081621214747429,0.06710361689329147,0.25,1.0,25,False
5,19.608219426452173,0.6545953656717084,0.010121489875018597,0.04790201783180237,0.25,1.0,25,False
6,20.49356421495727,0.6573657553533181,0.00730525329709053,0.057545002549886703,0.25,1.0,25,False
7,25.329498720561823,0.7667914928509916,0.002901766449213028,0.03912927582859993,0.25,1.0,25,False
8,18.568911044210402,0.6178765814371355,0.0137849235907197,0.05415892228484154,0.25,1.0,25,False
9,19.454674090693565,0.7613901089103431,0.01117988582700491,0.059129748493433,0.25,1.0,25,False
