sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,32.126764088441455,0.8862472493460996,0.0005993888480588794,0.035421933978796005,0.05,0.2,200
1,39.81900389339757,0.9680545061242347,0.00010412871779408306,0.022905603051185608,0.05,0.2,200
2,32.917131625961844,0.8781316872643858,0.000476195418741554,0.028735695406794548,0.05,0.2,200
3,39.01939540980718,0.9442684265974259,0.00011572510265978053,0.024822363629937172,0.05,0.2,200
4,25.234568193069357,0.8099322775727228,0.002952546114102006,0.030467117205262184,0.05,0.2,200
5,35.02613642941195,0.9238737433979631,0.00029070518212392926,0.02572774700820446,0.05,0.2,200
6,37.13840101189207,0.9358957168426061,0.00015818001702427864,0.02820928953588009,0.05,0.2,200
7,34.05259293791455,0.8828088576560388,0.00038936149212531745,0.025709891691803932,0.05,0.2,200
8,38.07724795380158,0.9442180904441574,0.0001543727848911658,0.02542615868151188,0.05,0.2,200
9,35.150656804717975,0.9486714285347607,0.00030118899303488433,0.03150397539138794,0.05,0.2,200
