sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,-75.59241240797422,-2.0623970900248095e-09,35450824.0,58135.6015625,0.5,400,0.6
1,-75.36794710738026,-2.3407213182716572e-09,34376816.0,58206.89453125,0.5,400,0.6
2,-75.76620254981044,7.71164677554336e-10,35165648.0,58090.71484375,0.5,400,0.6
3,-75.95875450869843,4.771925675135183e-10,36411836.0,58168.89453125,0.5,400,0.6
4,-75.43331761527219,-1.922168501652137e-09,34433828.0,58169.421875,0.5,400,0.6
5,-75.68136167089891,-1.7906169169958369e-09,34213896.0,58085.02734375,0.5,400,0.6
6,-76.28181898834143,-2.6038859486500377e-09,34767512.0,58210.015625,0.5,400,0.6
7,-75.42769960341496,-4.0072944237045025e-10,34544768.0,58292.1875,0.5,400,0.6
8,-75.33556629749216,2.4323133546089235e-09,33872884.0,58174.35546875,0.5,400,0.6
9,-75.48930261726825,-5.510755473273854e-09,34900776.0,58182.59375,0.5,400,0.6
