sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,16.41999521378899,0.5243634352052907,0.022304143756628036,0.05589050427079201,0.25,1.0,300,False
1,18.41377252148585,0.6859144977792728,0.014391088858246803,0.055839814245700836,0.25,1.0,300,False
2,26.222384094297595,0.7770128001591277,0.0022246409207582474,0.032714419066905975,0.25,1.0,300,False
3,28.114653574472737,0.8608866684622697,0.0014252851251512766,0.04819296672940254,0.25,1.0,300,False
4,19.85775964074978,0.6477374958575252,0.010183041915297508,0.07155527919530869,0.25,1.0,300,False
5,19.949825581341337,0.66737466709563,0.009355862624943256,0.04962589591741562,0.25,1.0,300,False
6,19.63490252862358,0.6230368107389311,0.008902284316718578,0.059858519583940506,0.25,1.0,300,False
7,25.454820351328852,0.7630469270451311,0.002819228218868375,0.04201411455869675,0.25,1.0,300,False
8,18.576409059064588,0.6142272760565108,0.013761145994067192,0.05560915917158127,0.25,1.0,300,False
9,19.386548167599834,0.7464578183814107,0.011356642469763756,0.0634932592511177,0.25,1.0,300,False
