sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,25.03728867654218,0.8620664999441612,0.003066593548282981,0.027325954288244247,0.25,1.2,200,True
1,21.736687504220754,0.8091386810523699,0.006695795338600874,0.032031748443841934,0.25,1.2,200,True
2,28.47106806126204,0.913704986247497,0.0013255360536277294,0.02116353064775467,0.25,1.2,200,True
3,28.995412240248577,0.8895860678868097,0.0011636593844741583,0.027200298383831978,0.25,1.2,200,True
4,28.58665437191394,0.9466273930496598,0.001364545663818717,0.024877378717064857,0.25,1.2,200,True
5,26.416292621364178,0.8947611365991599,0.002110751811414957,0.02849559858441353,0.25,1.2,200,True
6,23.10722383800769,0.8377861140846824,0.004001928493380547,0.03898833319544792,0.25,1.2,200,True
7,33.98797954807564,0.9620782633007372,0.00039519762503914535,0.01682613044977188,0.25,1.2,200,True
8,23.413835163934863,0.8336532023337743,0.004517643712460995,0.027583513408899307,0.25,1.2,200,True
9,18.41084209141152,0.6621029034426452,0.01421741396188736,0.04917353764176369,0.25,1.2,200,True
