sample_idx,psnr,ssim,mse,post_std_mean,alpha,sigma_used
0,36.73475159869453,0.9723554801722553,0.00020744831999763846,0.015586578287184238,1.0,0.25
1,38.05428542933451,0.9764081799301201,0.00015633001748938113,0.013291516341269016,1.0,0.25
2,32.192434287064,0.973490579229644,0.000562671513762325,0.011599894613027573,1.0,0.25
