sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,-75.74449660778475,7.886307344320505e-09,36714256.0,44033.84765625,0.25,200,0.8
1,-75.12635835345606,-1.3112452338550875e-08,32516718.0,43975.1328125,0.25,200,0.8
2,-76.49468832817008,-7.353794747869911e-10,41587916.0,43650.51953125,0.25,200,0.8
3,-75.18517012478523,5.654147928670014e-09,30470820.0,44524.5859375,0.25,200,0.8
4,-74.84720283196245,8.854925841657742e-10,30086646.0,44261.6328125,0.25,200,0.8
5,-75.12386108822886,-1.1793082261966151e-08,30092098.0,43787.1015625,0.25,200,0.8
6,-76.3906058105677,-4.982909485663003e-09,35649408.0,45081.84765625,0.25,200,0.8
7,-74.8766272030405,1.7583897202221403e-09,30428112.0,44728.09765625,0.25,200,0.8
8,-74.78447756946466,-7.2769636271979405e-09,29836180.0,44128.109375,0.25,200,0.8
9,-75.81117473134826,3.482190039403123e-09,37585668.0,44263.46875,0.25,200,0.8
