sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,lambda_rd,anis_param,clip
0,33.60840087540694,0.9736976632300545,0.0004261328431311995,0.009005569852888584,0.07,0.9,50,9.999999999999999e-06,0.01,True
1,27.32926730992,0.9363650252727332,0.0018473286181688309,0.008116887882351875,0.07,0.9,50,9.999999999999999e-06,0.2154434690031882,True
2,33.977097281883005,0.9655552330908391,0.0003730685275513679,0.006453512702137232,0.07,0.9,50,9.999999999999999e-06,0.0046415888336127,True
3,37.63208220036661,0.9630971502232047,0.00015927913773339242,0.003362224902957678,0.07,0.9,50,9.999999999999999e-06,0.0021544346900318,True
4,32.95774364426011,0.9747996758073723,0.0004987456486560404,0.006991189438849688,0.07,0.9,50,9.999999999999999e-06,0.0464158883361277,True
5,36.63117594589296,0.9665963832823362,0.00020088559540454298,0.003477395512163639,0.07,0.9,50,9.999999999999999e-06,0.01,True
6,31.901694528222407,0.974469299379148,0.0005282290512695909,0.004458015784621239,0.07,0.9,50,9.999999999999999e-06,0.0046415888336127,True
7,37.910857678738,0.9797998375352568,0.00016014983702916652,0.0027708816342055798,0.07,0.9,50,9.999999999999999e-06,0.1,True
8,33.90746138914041,0.9601254191161186,0.0004032267606817186,0.005884713493287563,0.07,0.9,50,9.999999999999999e-06,0.0215443469003188,True
9,18.872225451252614,0.765789868876327,0.01278445590287447,0.008586721494793892,0.07,0.9,50,9.999999999999999e-06,0.1,True
10,22.471484407877792,0.8920316620253149,0.0055940281599760056,0.01048383116722107,0.07,0.9,50,9.999999999999999e-06,0.1,True
11,37.250858995867056,0.9749644943681172,0.00018805282888934016,0.0070414054207503796,0.07,0.9,50,9.999999999999999e-06,0.4641588833612777,True
12,35.804303606172155,0.9796064171567175,0.00026097780209966004,0.004605285357683897,0.07,0.9,50,9.999999999999999e-06,0.1,True
13,31.464737732380158,0.9540434489093944,0.0007115807966329157,0.006641326006501913,0.07,0.9,50,9.999999999999999e-06,0.2154434690031882,True
14,37.14629236799941,0.9802876443162915,0.0001926684781210497,0.008009341545403004,0.07,0.9,50,9.999999999999999e-06,0.001,True
15,39.334334414677635,0.9692359790436623,0.0001163749402621761,0.003804067149758339,0.07,0.9,50,9.999999999999999e-06,0.1,True
16,42.68390997041958,0.9891277445236104,5.372541636461392e-05,0.0036590665113180876,0.07,0.9,50,9.999999999999999e-06,0.2154434690031882,True
17,40.39623973922477,0.982778803159947,9.118377784034237e-05,0.00415174663066864,0.07,0.9,50,9.999999999999999e-06,0.2154434690031882,True
18,35.95174503801806,0.9673329800967092,0.00024511246010661125,0.004586528055369854,0.07,0.9,50,9.999999999999999e-06,0.1,True
19,33.573834488553615,0.9731735453332541,0.00042451900662854314,0.005911518819630146,0.07,0.9,50,9.999999999999999e-06,0.0215443469003188,True
20,32.452753224741166,0.9409462305898821,0.00048643251648172736,0.004283753223717213,0.07,0.9,50,9.999999999999999e-06,0.1,True
21,43.832498235254256,0.9943892064478376,4.1331222746521235e-05,0.003142819507047534,0.07,0.9,50,9.999999999999999e-06,0.2154434690031882,True
22,29.86883383216892,0.9710500639151124,0.0010110611328855157,0.010508928447961807,0.07,0.9,50,9.999999999999999e-06,0.0001,True
23,37.95652127237386,0.9659838241258765,0.00015977099246811122,0.008051138371229172,0.07,0.9,50,9.999999999999999e-06,0.0004641588833612,True
24,35.132386796925914,0.9565527458493555,0.0003054728149436414,0.010288199409842491,0.07,0.9,50,9.999999999999999e-06,0.01,True
