sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,-76.7376707008624,-4.982057281484316e-09,46147920.0,60998.30859375,0.5,400,0.4
1,-75.85000345572513,-4.703965809637723e-10,38412380.0,61031.2421875,0.5,400,0.4
2,-76.33664016322163,-3.950472563599685e-11,40101660.0,60979.703125,0.5,400,0.4
3,-76.54378403330013,-7.133085718044852e-10,41662520.0,61025.21484375,0.5,400,0.4
4,-76.2825244879596,3.74155607561164e-09,41870288.0,60999.46875,0.5,400,0.4
5,-76.2870578813407,-9.525486866440023e-10,39334368.0,60957.49609375,0.5,400,0.4
6,-76.80703872387474,-7.400749679601904e-10,39236980.0,61034.30078125,0.5,400,0.4
7,-76.01134899490447,-7.915939862510585e-11,39513656.0,61145.28125,0.5,400,0.4
8,-75.87284443343162,8.544696207058179e-10,38333628.0,61012.13671875,0.5,400,0.4
9,-75.91913504469065,1.5936180561553606e-09,38531708.0,61014.3203125,0.5,400,0.4
