sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,lambda_rd,anis_param,clip
0,33.61483114004848,0.9567437195233516,0.00042550230864435434,0.020151779055595398,0.7,0.9,50,9.999999999999999e-06,0.0215443469003188,True
1,30.662438256925427,0.9200221919930387,0.0008574860403314233,0.023853376507759094,0.7,0.9,50,9.999999999999999e-06,0.0215443469003188,True
2,31.138185226541513,0.948176847499775,0.000717265298590064,0.014899102039635181,0.7,0.9,50,9.999999999999999e-06,0.0001,True
3,31.8698548625482,0.9230437592667661,0.0006003183661960065,0.01179109700024128,0.7,0.9,50,9.999999999999999e-06,0.0021544346900318,True
4,29.754276497662833,0.9305025340587485,0.0010428596287965775,0.014540402218699455,0.7,0.9,50,9.999999999999999e-06,0.0021544346900318,True
5,33.41496709335241,0.9481785724898733,0.000421278877183795,0.008237230591475964,0.7,0.9,50,9.999999999999999e-06,0.0046415888336127,True
6,29.54803625114288,0.9358255191637882,0.0009082139004021883,0.01296810619533062,0.7,0.9,50,9.999999999999999e-06,0.0021544346900318,True
7,37.448373540223656,0.9731081578538391,0.00017814553575590253,0.006006955169141293,0.7,0.9,50,9.999999999999999e-06,0.0021544346900318,True
8,28.690912457296477,0.9201859364476366,0.0013403069460764527,0.015181370079517365,0.7,0.9,50,9.999999999999999e-06,0.01,True
9,19.79293723030033,0.7460590154433253,0.010342154651880264,0.0337645597755909,0.7,0.9,50,9.999999999999999e-06,0.0215443469003188,True
