sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,lambda_rd,anis_param,clip
0,38.138259952544466,0.978438967598604,0.00015016166435088962,0.014290849678218365,0.07,0.9,200,1e-06,0.0215443469003188,True
1,32.12360695021935,0.9480730054748193,0.0006125057698227465,0.02193557843565941,0.07,0.9,200,1e-06,0.0464158883361277,True
2,29.25488291623694,0.9278850494912187,0.0011066494043916464,0.008411687798798084,0.07,0.9,200,1e-06,0.0001,True
3,36.27544286287735,0.9531969580111181,0.00021768217266071588,0.004990619607269764,0.07,0.9,200,1e-06,0.0046415888336127,True
4,32.681442627621614,0.9685846427215266,0.0005315073067322373,0.010919062420725822,0.07,0.9,200,1e-06,0.0046415888336127,True
5,37.33256147141164,0.9630098485140854,0.0001709268253762275,0.005179714411497116,0.07,0.9,200,1e-06,0.001,True
6,32.16873900287806,0.9658982745910946,0.0004967270651832223,0.008365326561033726,0.07,0.9,200,1e-06,0.0021544346900318,True
7,41.17446196418966,0.9829374435823891,7.553811155958101e-05,0.004170118365436792,0.07,0.9,200,1e-06,0.0004641588833612,True
8,30.63762667724404,0.9255015654383675,0.0008561164140701294,0.011893250048160553,0.07,0.9,200,1e-06,0.0021544346900318,True
9,21.079976084839682,0.8057690375319094,0.007689660415053368,0.02918204665184021,0.07,0.9,200,1e-06,0.0215443469003188,True
