sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,lambda_rd,anis_param,clip
0,27.567567415159807,0.9382955811887026,0.0017124911537393928,0.00201595900580287,0.07,0.9,5,0.001,0.0215443469003188,True
1,26.99126779666273,0.9351381843881268,0.0019968438427895308,0.0021002027206122875,0.07,0.9,5,0.001,0.0464158883361277,True
2,40.39046362049153,0.9882880159268316,8.52024313644506e-05,0.0018306059064343572,0.07,0.9,5,0.001,0.0001,True
3,39.515275772146424,0.9825489629056186,0.00010323799506295472,0.0012566004879772663,0.07,0.9,5,0.001,0.0046415888336127,True
4,32.94610030165034,0.9794133584196723,0.0005000845994800329,0.0019262898713350296,0.07,0.9,5,0.001,0.0046415888336127,True
5,39.597294219282304,0.9818765136602616,0.00010146983549930155,0.0012474051909521222,0.07,0.9,5,0.001,0.001,True
6,30.753041697764267,0.9781202949483574,0.00068815698614344,0.0013778235297650099,0.07,0.9,5,0.001,0.0021544346900318,True
7,44.260514219738255,0.9913676386339623,3.7115973100299016e-05,0.0010404541390016675,0.07,0.9,5,0.001,0.0004641588833612,True
8,32.42762553744193,0.9782768929890435,0.0005669345846399665,0.0018952159443870187,0.07,0.9,5,0.001,0.0021544346900318,True
9,20.297118091968528,0.8168651447988233,0.009208586998283863,0.0027487368788570166,0.07,0.9,5,0.001,0.0215443469003188,True
