sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,lambda_rd,anis_param,clip
0,36.14876336205507,0.9732724527210397,0.00023741534096188843,0.014979321509599686,0.35,0.9,50,9.999999999999999e-06,0.0046415888336127,True
1,31.203629186857334,0.9434600048482233,0.0007570210727863014,0.019469207152724266,0.35,0.9,50,9.999999999999999e-06,0.0464158883361277,True
2,35.080304698239786,0.9707594059476912,0.00028937956085428596,0.011976228095591068,0.35,0.9,50,9.999999999999999e-06,0.001,True
3,35.18252782752305,0.9448456948332804,0.00027997183497063816,0.006150557193905115,0.35,0.9,50,9.999999999999999e-06,0.01,True
4,31.94706979839358,0.9503436858070893,0.0006294286577031016,0.011384963057935238,0.35,0.9,50,9.999999999999999e-06,0.0046415888336127,True
5,35.55440251250075,0.9569589510344746,0.0002574104000814259,0.0057556056417524815,0.35,0.9,50,9.999999999999999e-06,0.0046415888336127,True
6,30.693205804036555,0.9587138701457111,0.0006977038574405015,0.008877444081008434,0.35,0.9,50,9.999999999999999e-06,0.0021544346900318,True
7,40.934282362174834,0.9813457390041667,7.983329851413146e-05,0.004379427991807461,0.35,0.9,50,9.999999999999999e-06,0.01,True
8,30.12266124151133,0.9284033805085778,0.000963894126471132,0.011805285699665546,0.35,0.9,50,9.999999999999999e-06,0.0046415888336127,True
9,20.94927337450686,0.8024101235200503,0.007924601435661316,0.028743591159582138,0.35,0.9,50,9.999999999999999e-06,0.0215443469003188,True
10,32.220094336834315,0.9802191866133112,0.0005927392048761249,0.019092785194516182,0.35,0.9,50,9.999999999999999e-06,0.01,True
11,34.926586346787076,0.9494245128765687,0.00032114944770000875,0.010984150692820549,0.35,0.9,50,9.999999999999999e-06,0.1,True
12,29.153722470895392,0.962701962097818,0.0012068733340129256,0.014412126503884792,0.35,0.9,50,9.999999999999999e-06,0.01,True
13,25.68996470160444,0.8993993930334092,0.0026896854396909475,0.021019071340560913,0.35,0.9,50,9.999999999999999e-06,0.0215443469003188,True
14,34.5086133331153,0.9565703548083487,0.0003536540025379509,0.014625242911279202,0.35,0.9,50,9.999999999999999e-06,0.0021544346900318,True
15,41.48877618288553,0.9708134951483232,7.086231198627502e-05,0.007093619555234909,0.35,0.9,50,9.999999999999999e-06,0.01,True
16,38.203929448098194,0.9728258072068939,0.00015072242240421474,0.009067273698747158,0.35,0.9,50,9.999999999999999e-06,0.0464158883361277,True
17,39.48892632400519,0.9746705181704464,0.0001123696201830171,0.010774722322821617,0.35,0.9,50,9.999999999999999e-06,0.0464158883361277,True
18,34.550555250425305,0.9520015501646927,0.00033844209974631667,0.008687027730047703,0.35,0.9,50,9.999999999999999e-06,0.01,True
19,30.795419145672966,0.9579452728185615,0.0008048939635045826,0.01007559522986412,0.35,0.9,50,9.999999999999999e-06,0.0046415888336127,True
20,31.303314435024507,0.9029151469246092,0.0006338208331726491,0.02214806154370308,0.35,0.9,50,9.999999999999999e-06,0.01,True
21,41.44751092672573,0.9875744726389677,7.157758227549493e-05,0.007194158621132374,0.35,0.9,50,9.999999999999999e-06,0.0464158883361277,True
22,33.96269672472303,0.971810903050336,0.0003939046000596136,0.01638360321521759,0.35,0.9,50,9.999999999999999e-06,0.0021544346900318,True
23,34.29099284862475,0.934779568176459,0.0003715786733664572,0.014909102581441402,0.35,0.9,50,9.999999999999999e-06,0.0464158883361277,True
24,32.777162838153735,0.9316972069004003,0.0005254059797152877,0.016663016751408577,0.35,0.9,50,9.999999999999999e-06,0.001,True
