sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,26.23830996783639,0.9061075894909808,0.0023257022257894278,0.02123422920703888,0.05,0.8,25,True
1,21.788761463981263,0.8245198879817691,0.006615988444536924,0.030659891664981842,0.05,0.8,25,True
2,29.63563430518171,0.9260516266595445,0.0010137594072148204,0.016756705939769745,0.05,0.8,25,True
3,31.903994935264045,0.9275843908143363,0.0005956178065389395,0.023325828835368156,0.05,0.8,25,True
4,29.64533006601605,0.9639058842701439,0.001069351565092802,0.019076436758041382,0.05,0.8,25,True
5,26.84584902147192,0.9122806768643337,0.0019119720673188567,0.025549519807100296,0.05,0.8,25,True
6,23.797845750938716,0.8729264594003475,0.003413556842133403,0.03373412415385246,0.05,0.8,25,True
7,37.283088206809396,0.9759645695318502,0.00018505613843444735,0.013700024224817753,0.05,0.8,25,True
8,23.325358197263903,0.8491896735931966,0.004610623698681593,0.026155168190598488,0.05,0.8,25,True
9,18.67649026177042,0.6974038473964536,0.013373828493058681,0.04186238348484039,0.05,0.8,25,True
