sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,20.949665053766132,0.8330196497303558,0.007859927602112293,0.020085519179701805,0.07,0.2,200,True
1,21.693664845038327,0.8244270291668236,0.0067624556832015514,0.034239158034324646,0.07,0.2,200,True
2,27.586590216607117,0.9119530530791121,0.001624947413802147,0.010295855812728405,0.07,0.2,200,True
3,29.635021615528288,0.9116002235302588,0.0010043035726994276,0.02457045577466488,0.07,0.2,200,True
4,25.174571690555908,0.9399544977582031,0.002993617672473192,0.020758941769599915,0.07,0.2,200,True
5,23.331288049378493,0.8730862482159684,0.004294747021049261,0.028632761910557747,0.07,0.2,200,True
6,22.53417168185493,0.8503280962726838,0.004566406365483999,0.03285806253552437,0.07,0.2,200,True
7,25.485604800171664,0.9355669534141419,0.0027993153780698776,0.013821425847709179,0.07,0.2,200,True
8,22.061786895696702,0.8350271631002915,0.006167609244585037,0.0339396595954895,0.07,0.2,200,True
9,18.510464927925888,0.699369526775835,0.01389499194920063,0.044443242251873016,0.07,0.2,200,True
