sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,lambda_rd,anis_param,clip
0,27.971039080045585,0.9461347611449943,0.0015605625230818987,0.0047754691913723946,0.07,0.9,200,0.001,0.0215443469003188,True
1,27.402611426814417,0.9281881037571874,0.0018163927597925067,0.005056519526988268,0.07,0.9,200,0.001,0.0464158883361277,True
2,37.11534384287853,0.9800682587797058,0.0001811189722502604,0.004593754652887583,0.07,0.9,200,0.001,0.0001,True
3,37.61889762856981,0.9705057156082892,0.00015976342547219247,0.0027665342204272747,0.07,0.9,200,0.001,0.0046415888336127,True
4,32.44643408670301,0.9672505767137519,0.0005610610242001712,0.004522630013525486,0.07,0.9,200,0.001,0.0046415888336127,True
5,35.93006164064325,0.9638338728708872,0.00023608056653756648,0.003745398949831724,0.07,0.9,200,0.001,0.001,True
6,31.318412393515352,0.9728648673331651,0.0006041579181328416,0.003397224936634302,0.07,0.9,200,0.001,0.0021544346900318,True
7,37.17437835811194,0.9756617555923384,0.00018974680278915912,0.005123943090438843,0.07,0.9,200,0.001,0.0004641588833612,True
8,32.10797741627709,0.9689657037810522,0.0006102359038777649,0.004118483047932386,0.07,0.9,200,0.001,0.0021544346900318,True
9,19.729514858408265,0.8120497996719185,0.010494296438992023,0.0054339258931577206,0.07,0.9,200,0.001,0.0215443469003188,True
