sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,-167.61978842852866,-1.9976834096864137e-17,5.654105831348634e+16,2055314304.0,0.05,1.0,100
1,-173.2890755258593,3.389031148203893e-18,2.129994369371996e+17,2698494976.0,0.05,1.0,100
2,-158.44357508419426,-3.400950103270264e-17,6514121600139264.0,622758464.0,0.05,1.0,100
3,-168.82172115336778,-2.116688080230983e-17,7.039458270091674e+16,1608945664.0,0.05,1.0,100
4,-170.82091652415866,-2.201449552633703e-19,1.1905432019166822e+17,1512021888.0,0.05,1.0,100
5,-164.64020376950572,-6.338337495415257e-18,2.692072616230912e+16,1329254528.0,0.05,1.0,100
6,-168.2374222406102,-3.626828143896253e-18,5.454236521752166e+16,1445554944.0,0.05,1.0,100
7,-160.08860409961795,4.061796061220652e-17,1.0103520795557888e+16,743359168.0,0.05,1.0,100
8,-172.16953472894397,2.19697253988746e-18,1.6339885250052096e+17,2469074176.0,0.05,1.0,100
9,-172.059634627165,9.340075395200884e-19,1.584412404702249e+17,2334733056.0,0.05,1.0,100
