sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,lambda_rd,anis_param,clip
0,27.35406759477813,0.9133082796078006,0.0017987812170758843,0.021779485046863556,0.07,0.9,200,1e-09,0.01,True
1,24.58522115414202,0.8547724144585177,0.003474951721727848,0.031231500208377838,0.07,0.9,200,1e-09,0.2154434690031882,True
2,30.469535066748268,0.9400702864879558,0.0008366519468836486,0.016319183632731438,0.07,0.9,200,1e-09,0.0046415888336127,True
3,31.343211278444358,0.9202002842590535,0.0006777132512070239,0.0227839183062315,0.07,0.9,200,1e-09,0.0021544346900318,True
4,28.583664865850995,0.9559700503576282,0.001365485368296504,0.01978064514696598,0.07,0.9,200,1e-09,0.0464158883361277,True
5,29.357461650418305,0.9335943243059766,0.0010723096784204245,0.02376781590282917,0.07,0.9,200,1e-09,0.01,True
6,24.397853985155958,0.8773749720538756,0.002973078051581979,0.032524313777685165,0.07,0.9,200,1e-09,0.0046415888336127,True
7,36.98885827172023,0.9746310178217381,0.00019802794849965721,0.012330759316682816,0.07,0.9,200,1e-09,0.1,True
8,24.559960242308392,0.8605512614759364,0.0034697605296969414,0.02550024539232254,0.07,0.9,200,1e-09,0.0215443469003188,True
9,18.53599635091524,0.6957501306943884,0.013813544996082783,0.0401969738304615,0.07,0.9,200,1e-09,0.1,True
10,24.496702182106795,0.915492531632278,0.0035091571044176817,0.043787550181150436,0.07,0.9,200,1e-09,0.1,True
11,33.85229668927688,0.9390267414512772,0.0004112785973120481,0.021015703678131104,0.07,0.9,200,1e-09,0.4641588833612777,True
12,28.5456564988015,0.9390791330728737,0.0013882520142942667,0.017382731661200523,0.07,0.9,200,1e-09,0.1,True
13,26.264390972146824,0.878876631233699,0.0023564533330500126,0.02843065932393074,0.07,0.9,200,1e-09,0.2154434690031882,True
14,34.33687564684781,0.9523578156458581,0.00036791912862099707,0.02176821045577526,0.07,0.9,200,1e-09,0.001,True
15,31.391823469966667,0.9518672100761357,0.0007246204186230898,0.017519034445285797,0.07,0.9,200,1e-09,0.1,True
16,39.90532135715021,0.9777595400964021,0.00010186820873059332,0.018153073266148567,0.07,0.9,200,1e-09,0.2154434690031882,True
17,34.79803556586233,0.9545513129378866,0.00033093139063566923,0.020268341526389122,0.07,0.9,200,1e-09,0.2154434690031882,True
18,30.19839484160933,0.9428843620422578,0.0009219352505169809,0.023756444454193115,0.07,0.9,200,1e-09,0.1,True
19,30.61410012747651,0.9452381457276142,0.0008392099989578128,0.02096332423388958,0.07,0.9,200,1e-09,0.0215443469003188,True
20,25.8837102115762,0.8077137967026723,0.0022076331079006195,0.04221850261092186,0.07,0.9,200,1e-09,0.1,True
21,37.04024525892255,0.9826604058068357,0.00019747110491152853,0.01348895113915205,0.07,0.9,200,1e-09,0.2154434690031882,True
22,28.34414771999139,0.9189718947644943,0.0014363026712089777,0.0391736701130867,0.07,0.9,200,1e-09,0.0001,True
23,33.67430666837949,0.931374877798914,0.0004282717127352953,0.02247609570622444,0.07,0.9,200,1e-09,0.0004641588833612,True
24,30.122035355803423,0.9275591342687853,0.0009682951495051384,0.027346231043338776,0.07,0.9,200,1e-09,0.01,True
