sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,40.63366806239551,0.9717005391146746,8.453144255327061e-05,0.024221271276474,0.05,0.2,300
1,41.795674087191344,0.9805607567661441,6.60546647850424e-05,0.015425636433064938,0.05,0.2,300
2,40.56316928236393,0.982437054654516,8.188068022718653e-05,0.016312653198838234,0.05,0.2,300
3,43.41928255838209,0.9836129247527128,4.201833871775307e-05,0.016857312992215157,0.05,0.2,300
4,40.3428218692968,0.9811676158593781,9.106915968004614e-05,0.017397413030266762,0.05,0.2,300
5,43.47604191145003,0.9777738226979387,4.153958798269741e-05,0.01945529878139496,0.05,0.2,300
6,42.84135170995092,0.9720899293850819,4.2545783799141645e-05,0.01942366734147072,0.05,0.2,300
7,42.6668534370473,0.9678113508519742,5.357065674616024e-05,0.019136494025588036,0.05,0.2,300
8,43.5157443371844,0.9803224213198366,4.41286938439589e-05,0.01710784249007702,0.05,0.2,300
9,42.07131051230047,0.9832733862017453,6.120314355939627e-05,0.02391359768807888,0.05,0.2,300
