sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,31.63643713121569,0.9459590860541576,0.0006710290908813477,0.016862716525793076,0.5,1.2,400
1,33.369978671080574,0.9567751552452121,0.00045969843631610274,0.018545789644122124,0.5,1.2,400
2,32.77758129376734,0.9259062354425036,0.0004917453043162823,0.015721958130598068,0.5,1.2,400
3,34.91346363559029,0.9747316666155038,0.000297865888569504,0.013569138944149017,0.5,1.2,400
4,25.401937723474802,0.9019349649744598,0.0028409247752279043,0.018716268241405487,0.5,1.2,400
5,36.88678512028353,0.9845074666558281,0.0001894034503493458,0.012827402912080288,0.5,1.2,400
6,34.232872462200525,0.9737875453581873,0.00030881931888870895,0.01546027697622776,0.5,1.2,400
7,36.13812066113975,0.9272420462509242,0.00024087971542030573,0.011934421956539154,0.5,1.2,400
8,31.15669011373839,0.950627445874753,0.0007596726645715535,0.015170447528362274,0.5,1.2,400
9,32.5008022352587,0.942455024326795,0.0005544017185457051,0.022780880331993103,0.5,1.2,400
