sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,16.03135574029469,0.5056429351359658,0.02439211681485176,0.054719023406505585,0.5,1.0,25,False
1,17.431662740016144,0.6384776826928464,0.018042828887701035,0.05536019057035446,0.5,1.0,25,False
2,25.221362774763072,0.7403375120220264,0.0028013158589601517,0.029945818707346916,0.5,1.0,25,False
3,26.951595988324257,0.8479029937357506,0.0018629770493134856,0.04774405434727669,0.5,1.0,25,False
4,18.634723549284274,0.6006624271074738,0.013495256192982197,0.06577859818935394,0.5,1.0,25,False
5,19.396490641821607,0.6374131344937635,0.010627162642776966,0.0481577068567276,0.5,1.0,25,False
6,20.789131581365623,0.6711106219005194,0.00682462053373456,0.05791154503822327,0.5,1.0,25,False
7,25.06506118671989,0.7605509018485594,0.0030839419923722744,0.03794474899768829,0.5,1.0,25,False
8,18.489886851887462,0.607376514779624,0.01403805147856474,0.05415968596935272,0.5,1.0,25,False
9,19.44157975453956,0.7547400428622676,0.011213645339012146,0.0592794232070446,0.5,1.0,25,False
