sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,32.317983765861264,0.9477921548137063,0.0005735703161917627,0.020227473229169846,0.25,0.6,300
1,40.18300087035534,0.987322105435026,9.575705917086452e-05,0.015734605491161346,0.25,0.6,300
2,33.365839400104825,0.9323914139863139,0.0004294517857488245,0.016196317970752716,0.25,0.6,300
3,43.120787526929305,0.9879634546267851,4.5007858716417104e-05,0.013865216635167599,0.25,0.6,300
4,24.319508182899124,0.8576301549086409,0.0036450433544814587,0.02256661094725132,0.25,0.6,300
5,35.467661411680055,0.9628207284930259,0.00026260333834216,0.01632600836455822,0.25,0.6,300
6,39.09081808132103,0.9870958309332284,0.00010090435534948483,0.016245054081082344,0.25,0.6,300
7,35.31938460132741,0.9316668862032909,0.00029085317510180175,0.013935383409261703,0.25,0.6,300
8,38.1454898916784,0.9817477559864951,0.00015196602907963097,0.016792012378573418,0.25,0.6,300
9,36.2698203161734,0.9783099189754364,0.00023276772117242217,0.02224554680287838,0.25,0.6,300
