sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,29.847641003553637,0.919700691474542,0.0010130268055945635,0.02329128608107567,1.0,1.2,400,False
1,30.33142863757055,0.9264526622306452,0.0009253969183191657,0.02405707724392414,1.0,1.2,400,False
2,30.11048217599853,0.8761759116799716,0.0009087618673220277,0.021413128823041916,1.0,1.2,400,False
3,31.70083545409343,0.9512275770499171,0.0006241422961466014,0.018913721665740013,1.0,1.2,400,False
4,24.118367417209786,0.8666506906034487,0.003817831864580512,0.02637825906276703,1.0,1.2,400,False
5,32.49151020160217,0.9670666227015302,0.0005210931994952261,0.01920415088534355,1.0,1.2,400,False
6,31.22094683432453,0.955932114546267,0.0006178698968142271,0.022163210436701775,1.0,1.2,400,False
7,34.02110306095663,0.8961828291479602,0.0003921949537470937,0.016863903030753136,1.0,1.2,400,False
8,30.419906423184933,0.9423925037985,0.000900129321962595,0.019550248980522156,1.0,1.2,400,False
9,28.410509419057345,0.8895506163443267,0.001421850174665451,0.03342211991548538,1.0,1.2,400,False
