sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,lambda_rd,anis_param,clip
0,30.02796275976822,0.950939187339831,0.0009718266082927585,0.015220842324197292,0.7,0.9,50,0.001,0.0215443469003188,True
1,27.848793213290307,0.9192937128005552,0.0016390476375818253,0.014073828235268593,0.7,0.9,50,0.001,0.0215443469003188,True
2,-262.7507779177263,0.48489735173244103,1.7562086189469033e+26,8568535252992.0,0.7,0.9,50,0.001,0.0001,True
3,35.607357404088326,0.9498591619102579,0.00025388167705386877,0.006299348548054695,0.7,0.9,50,0.001,0.0021544346900318,True
4,29.63824791618056,0.9265161195195158,0.0010710967471823096,0.008931724354624748,0.7,0.9,50,0.001,0.0021544346900318,True
5,34.53973991179836,0.9541357596500001,0.0003251564921811223,0.006680358201265335,0.7,0.9,50,0.001,0.0046415888336127,True
6,29.520845306359135,0.9445094577083892,0.0009139179601334035,0.008191946893930435,0.7,0.9,50,0.001,0.0021544346900318,True
7,38.12669160783463,0.9746893534227299,0.00015238532796502113,0.00454001035541296,0.7,0.9,50,0.001,0.0021544346900318,True
8,29.556518471437272,0.9338175101653587,0.0010981044033542275,0.010444448329508305,0.7,0.9,50,0.001,0.01,True
9,19.287203569127193,0.7981329139652907,0.011619419790804386,0.012887501157820225,0.7,0.9,50,0.001,0.0215443469003188,True
