sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,lambda_rd,anis_param,clip
0,26.451660002101136,0.9225176400644368,0.0022142112720757723,0.002151371678337455,0.07,0.9,25,0.01,0.01,True
1,24.431678391288045,0.9023336647446022,0.003600004594773054,0.001278445590287447,0.07,0.9,25,0.01,0.2154434690031882,True
2,31.411395837424653,0.9582790644883618,0.0006735327770002186,0.002161893295124173,0.07,0.9,25,0.01,0.0046415888336127,True
3,37.216569783301196,0.9778513086438794,0.0001752710377331823,0.0013041767524555326,0.07,0.9,25,0.01,0.0021544346900318,True
4,23.5950354541215,0.8860531110727021,0.004306752700358629,0.0016705227317288518,0.07,0.9,25,0.01,0.0464158883361277,True
5,30.801256838728087,0.9552003087858421,0.0007690254715271294,0.0017655317205935717,0.07,0.9,25,0.01,0.01,True
6,29.454821723213,0.9663353798405427,0.0009279177756980062,0.0017290947725996375,0.07,0.9,25,0.01,0.0046415888336127,True
7,28.70796424078005,0.9717599986845741,0.0013329561334103346,0.0009629260748624802,0.07,0.9,25,0.01,0.1,True
8,29.55533493732939,0.9366188081899481,0.0010984037071466446,0.001935511245392263,0.07,0.9,25,0.01,0.0215443469003188,True
9,18.835482655579682,0.7768447779130008,0.012893075123429298,0.0014979846309870481,0.07,0.9,25,0.01,0.1,True
10,19.848537856281762,0.769367967687814,0.010233383625745773,0.0015979950549080968,0.07,0.9,25,0.01,0.1,True
11,24.221275066653888,0.9684219478299866,0.003777794074267149,0.001006535952910781,0.07,0.9,25,0.01,0.4641588833612777,True
12,22.553154001348503,0.8751894814691439,0.005517197772860527,0.0012731129536405206,0.07,0.9,25,0.01,0.1,True
13,23.334243559940916,0.9174498634009696,0.004626723937690258,0.0012267990969121456,0.07,0.9,25,0.01,0.2154434690031882,True
14,35.753835596420515,0.9876786418589768,0.0002654949785210192,0.0017458931542932987,0.07,0.9,25,0.01,0.001,True
15,29.61606598116893,0.9666413161192393,0.0010906524257734418,0.0012143902713432908,0.07,0.9,25,0.01,0.1,True
16,26.5357216567528,0.9732375770222907,0.0022130878642201424,0.0008618028950877488,0.07,0.9,25,0.01,0.2154434690031882,True
17,30.851094727481517,0.9872658598103145,0.0008211681270040572,0.0011512622004374862,0.07,0.9,25,0.01,0.2154434690031882,True
18,27.53419319821685,0.9312927820224371,0.0017026311252266169,0.0012569651007652283,0.07,0.9,25,0.01,0.1,True
19,28.57567812622852,0.9203607265532816,0.0013418772723525763,0.0014583816519007087,0.07,0.9,25,0.01,0.0215443469003188,True
20,29.267023359024364,0.9196294371043,0.0010129676666110754,0.0013370397500693798,0.07,0.9,25,0.01,0.1,True
21,29.422102836855004,0.9894476282430507,0.0011410844745114446,0.0008979886770248413,0.07,0.9,25,0.01,0.2154434690031882,True
22,-161.1525564398912,0.36287566127779747,1.2791349984100352e+16,99572808.0,0.07,0.9,25,0.01,0.0001,True
23,37.07253750421958,0.9844044984401933,0.00019583771063480526,0.0048246560618281364,0.07,0.9,25,0.01,0.0004641588833612,True
24,29.597482273537906,0.9579344263186887,0.0010926045943051577,0.0021684400271624327,0.07,0.9,25,0.01,0.01,True
