sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,33.16812009034593,0.9553026105512714,0.0004715992254205048,0.018642667680978775,0.25,0.8,500
1,33.66248477576829,0.935941217230754,0.00042975644464604557,0.014448035508394241,0.25,0.8,500
2,32.75310875247407,0.9806536395632915,0.0004945240798406303,0.01375544536858797,0.25,0.8,500
3,37.44666845453659,0.986339334594576,0.0001662264985498041,0.010854738764464855,0.25,0.8,500
4,33.89194722149072,0.9813916309207094,0.00040221548988483846,0.011238952167332172,0.25,0.8,500
5,37.687395974262174,0.9826188612310264,0.00015751676983200014,0.010876277461647987,0.25,0.8,500
6,36.42547003221835,0.9898975004506431,0.0001863994839368388,0.011328526772558689,0.25,0.8,500
7,35.61646453194225,0.9648164182870627,0.00027162255719304085,0.007777138147503138,0.25,0.8,500
8,33.907268660002984,0.9689076586835033,0.0004032447177451104,0.014762700535356998,0.25,0.8,500
9,35.61363637693865,0.9752714161687099,0.0002707329695113003,0.015564370900392532,0.25,0.8,500
