sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,16.629851797991396,0.5423215996490344,0.02125200256705284,0.0540982186794281,0.05,1.0,200,False
1,18.29045831469284,0.688512250022445,0.014805568382143974,0.05412213131785393,0.05,1.0,200,False
2,26.357475287809592,0.7868949397223733,0.002156506758183241,0.031131884083151817,0.05,1.0,200,False
3,28.349597890059187,0.8716002492855474,0.0013502287911251187,0.04635878652334213,0.05,1.0,200,False
4,19.878236273569044,0.6535458046904444,0.01013514306396246,0.06882321834564209,0.05,1.0,200,False
5,20.06573544360983,0.6842437479215665,0.009109463542699814,0.04839673638343811,0.05,1.0,200,False
6,19.65979432189751,0.6198148301076962,0.008851406164467335,0.0582311637699604,0.05,1.0,200,False
7,25.698842075430694,0.7747727503127373,0.0026651895605027676,0.041236091405153275,0.05,1.0,200,False
8,18.581192585247354,0.6266957667313364,0.013745998032391071,0.054861586540937424,0.05,1.0,200,False
9,19.455735279450085,0.7658209102568279,0.011177155189216137,0.05997984856367111,0.05,1.0,200,False
