sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,25.812135287129962,0.884771853942628,0.002565497299656272,0.02460702322423458,0.07,1.4,200,True
1,21.544794978910783,0.8067881401287179,0.0069982814602553844,0.031199049204587936,0.07,1.4,200,True
2,28.843123370067175,0.9172586090216399,0.0012167070526629686,0.020845314487814903,0.07,1.4,200,True
3,29.318465227755205,0.8999776119891059,0.0010802408214658499,0.02567150443792343,0.07,1.4,200,True
4,28.832720106545665,0.9555970764612266,0.0012893816456198692,0.023136822506785393,0.07,1.4,200,True
5,26.78901829562433,0.9067385416209767,0.0019371557282283902,0.027789276093244553,0.07,1.4,200,True
6,23.325093521897188,0.8486897331438176,0.0038061190862208605,0.03803292661905289,0.07,1.4,200,True
7,34.601441234284344,0.9690015742591783,0.00034313747892156243,0.015396876260638237,0.07,1.4,200,True
8,23.504857366496154,0.8377158698771592,0.004423945676535368,0.027685407549142838,0.07,1.4,200,True
9,18.350086162796476,0.67164275957536,0.014417706057429314,0.04754510521888733,0.07,1.4,200,True
