sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,lambda_rd,anis_param,clip
0,32.52187339187951,0.9496252531775872,0.0005472650518640876,0.0197432991117239,0.35,0.9,100,1e-06,0.0215443469003188,True
1,31.500336580610306,0.910989515898582,0.0007070290157571435,0.02724706009030342,0.35,0.9,100,1e-06,0.0215443469003188,True
2,32.24253314708152,0.9577132262005034,0.000556217972189188,0.015471131540834904,0.35,0.9,100,1e-06,0.0001,True
3,31.425252756992194,0.9206302884304887,0.0006650309660471976,0.014446957968175411,0.35,0.9,100,1e-06,0.0046415888336127,True
4,29.603631303937288,0.9445703139815045,0.0010796684073284268,0.01742343045771122,0.35,0.9,100,1e-06,0.0021544346900318,True
5,35.30516986326297,0.954397277766214,0.00027261479408480227,0.00974026694893837,0.35,0.9,100,1e-06,0.01,True
6,31.143399150528765,0.9449640647791734,0.0006290016463026404,0.016592035070061684,0.35,0.9,100,1e-06,0.0021544346900318,True
7,38.38437132933865,0.9756938819422687,0.00014360685599967837,0.006754632107913494,0.35,0.9,100,1e-06,0.0021544346900318,True
8,28.805096736588123,0.9071604754349026,0.0013055269373580813,0.01782216504216194,0.35,0.9,100,1e-06,0.0215443469003188,True
9,19.007778733449644,0.710094134004148,0.012391586787998676,0.03626614436507225,0.35,0.9,100,1e-06,0.0215443469003188,True
