sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,-75.41520351608301,1.8201440686688776e-09,34033408.0,57155.35546875,0.5,400,0.8
1,-75.11789860977252,-3.278651101938417e-11,32453442.0,57146.29296875,0.5,400,0.8
2,-75.63116615098664,-1.3963570534066834e-09,34089056.0,57183.28125,0.5,400,0.8
3,-75.7601997370899,-4.0754271815720056e-10,34784608.0,57156.94921875,0.5,400,0.8
4,-75.3456511085439,-5.0521373140248236e-09,33745716.0,57144.48046875,0.5,400,0.8
5,-75.48403656995431,2.099997984143513e-09,32694150.0,57127.48046875,0.5,400,0.8
6,-76.0878755630395,-2.6067899335457392e-09,33249056.0,57215.046875,0.5,400,0.8
7,-75.25599803689542,-6.138364892143054e-10,33205658.0,57302.9609375,0.5,400,0.8
8,-75.16508169521997,2.2273350984053132e-09,32568942.0,57218.2734375,0.5,400,0.8
9,-75.22355434335888,6.267243528750398e-09,32829196.0,57233.34765625,0.5,400,0.8
