sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,25.373077383227944,0.882775647340821,0.0028384244069457054,0.02366231009364128,0.35,0.8,50,True
1,22.256276366703833,0.8332432708979903,0.005940776783972979,0.031588032841682434,0.35,0.8,50,True
2,29.115410864655935,0.9227981285282147,0.001142765861004591,0.0182059146463871,0.35,0.8,50,True
3,30.271072284562358,0.9065005449334043,0.0008674808777868748,0.025588534772396088,0.35,0.8,50,True
4,29.30329108798411,0.9485794183239725,0.0011569762136787176,0.021406812593340874,0.35,0.8,50,True
5,26.357332992216,0.8982736260945077,0.002139602554962039,0.026483329012989998,0.35,0.8,50,True
6,23.75145067972584,0.8584960913731632,0.0034502188209444284,0.03520219400525093,0.35,0.8,50,True
7,36.47552668360213,0.9689585146397137,0.00022287412139121443,0.014249526895582676,0.35,0.8,50,True
8,23.346737958258043,0.8468142962051984,0.004587981849908829,0.02671298384666443,0.35,0.8,50,True
9,18.71473584616069,0.6932560951294358,0.013256571255624294,0.044267307966947556,0.35,0.8,50,True
