sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,lambda_rd,anis_param,clip
0,32.432077010895874,0.952885498849231,0.0005586983170360327,0.018127748742699623,0.7,0.9,5,1e-07,0.0215443469003188,True
1,30.400372143725964,0.9386480754343226,0.0009108223603107035,0.02457668073475361,0.7,0.9,5,1e-07,0.0215443469003188,True
2,-46.77894874619699,0.5020923097443803,44401.046875,64.20196533203125,0.7,0.9,5,1e-07,0.0001,True
3,33.19514639597966,0.9368706469157839,0.0004424380895216018,0.013110884465277195,0.7,0.9,5,1e-07,0.0021544346900318,True
4,27.97882343304794,0.9387232088498286,0.0015695355832576752,0.015896905213594437,0.7,0.9,5,1e-07,0.0021544346900318,True
5,36.449782699449635,0.9729021998781661,0.00020945373398717493,0.00781942717730999,0.7,0.9,5,1e-07,0.0046415888336127,True
6,30.665140388933693,0.9472419404269987,0.0007022272329777479,0.017091695219278336,0.7,0.9,5,1e-07,0.0021544346900318,True
7,40.96570240230773,0.9824150956021497,7.925780664663762e-05,0.005602438002824783,0.7,0.9,5,1e-07,0.0021544346900318,True
8,29.354431352995462,0.9274264604806653,0.0011504092253744602,0.01866411231458187,0.7,0.9,5,1e-07,0.01,True
9,19.30023956782559,0.7080478709625029,0.01158459484577179,0.04043355584144592,0.7,0.9,5,1e-07,0.0215443469003188,True
