sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,36.23775988431869,0.9772412259250849,0.000232599675655365,0.008016252890229225,0.05,1.0,400
1,44.26430529840096,0.9940418702222491,3.741453474503942e-05,0.005727075040340424,0.05,1.0,400
2,38.744341934129395,0.9879171232413212,0.00012446985056158155,0.006380649749189615,0.05,1.0,400
3,46.71878044699368,0.995208692378427,1.965572482731659e-05,0.004554764833301306,0.05,1.0,400
4,27.82815347931098,0.9326112316258183,0.0016249431064352393,0.009642981924116611,0.05,1.0,400
5,41.5359305170051,0.9888170653237155,6.493416731245816e-05,0.005352269858121872,0.05,1.0,400
6,43.600685545986586,0.9948402336107565,3.572096466086805e-05,0.007031205575913191,0.05,1.0,400
7,40.64096887697211,0.9784420204144144,8.541132410755381e-05,0.004130613058805466,0.05,1.0,400
8,37.093066649482274,0.9774842225053608,0.0001936372136697173,0.007262651342898607,0.05,1.0,400
9,41.20541019879334,0.9890410079091203,7.47074227547273e-05,0.009197941981256008,0.05,1.0,400
