sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,lambda_rd,anis_param,clip
0,23.494757128798337,0.8892380821143945,0.0043743085116147995,0.00953920278698206,0.7,0.9,50,0.01,0.0215443469003188,True
1,25.370758409265743,0.8730358345843986,0.0028999801725149155,0.006508598569780588,0.7,0.9,50,0.01,0.0215443469003188,True
2,-inf,,inf,inf,0.7,0.9,50,0.01,0.0001,True
3,25.95810749582332,0.8756325061965716,0.0023418355267494917,0.007641037460416555,0.7,0.9,50,0.01,0.0021544346900318,True
4,28.410713389485544,0.9264888332482001,0.0014209611108526587,0.009996263310313225,0.7,0.9,50,0.01,0.0021544346900318,True
5,29.11847797705052,0.9262531586816742,0.001132970442995429,0.00864452961832285,0.7,0.9,50,0.01,0.0046415888336127,True
6,29.41203204310348,0.9340246749274871,0.0009371055639348924,0.008075572550296783,0.7,0.9,50,0.01,0.0021544346900318,True
7,35.01194570057539,0.9762728749260199,0.00031218910589814186,0.004719840828329325,0.7,0.9,50,0.01,0.0021544346900318,True
8,27.555906744201724,0.8997301912868455,0.0017406233819201589,0.005747342016547918,0.7,0.9,50,0.01,0.01,True
9,18.76187548902277,0.7595574883635093,0.013113459572196007,0.008181499317288399,0.7,0.9,50,0.01,0.0215443469003188,True
