sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,25.993957504005394,0.9084332918725914,0.0024603072088211775,0.02063419669866562,0.05,0.6,25,True
1,21.86388184925454,0.830036449128612,0.006502534728497267,0.03191488981246948,0.05,0.6,25,True
2,29.84579292342093,0.9295424667746405,0.0009658708586357534,0.015665674582123756,0.05,0.6,25,True
3,31.848519646488196,0.9283687499177837,0.0006032747915014625,0.02323654294013977,0.05,0.6,25,True
4,29.783952001844114,0.9648144959450015,0.0010357580613344908,0.017729377374053,0.05,0.6,25,True
5,26.457942107744366,0.9096112805893222,0.0020906059071421623,0.02534068189561367,0.05,0.6,25,True
6,23.995425466810715,0.8804554556451029,0.0032617386896163225,0.032361242920160294,0.05,0.6,25,True
7,37.73381023277409,0.9748617412351356,0.00016681353736203164,0.012482124380767345,0.05,0.6,25,True
8,22.88921066727372,0.8416528694321554,0.00509770167991519,0.026986295357346535,0.05,0.6,25,True
9,18.575360151672797,0.6933954653578356,0.013688906095921993,0.04124625772237778,0.05,0.6,25,True
