sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,23.734973280793447,0.8778047179071301,0.004138926975429058,0.023054488003253937,0.07,0.4,200,True
1,21.894768875272398,0.8287570425696992,0.00645645335316658,0.03351971507072449,0.07,0.4,200,True
2,29.223399332622975,0.9298196042529415,0.0011147010372951627,0.014218756929039955,0.07,0.4,200,True
3,30.799448166119248,0.9169943908842663,0.0007681080605834723,0.02349049225449562,0.07,0.4,200,True
4,28.758040985360097,0.9561640015266013,0.0013117449125275016,0.018586305901408195,0.07,0.4,200,True
5,25.51641788930778,0.8972581075522443,0.0025967168621718884,0.027002599090337753,0.07,0.4,200,True
6,23.254955970942373,0.8617519460080736,0.003868085565045476,0.03330052271485329,0.07,0.4,200,True
7,29.952820139227263,0.9619822757870298,0.0010007608216255903,0.014464267529547215,0.07,0.4,200,True
8,22.257595462495182,0.8277194352976217,0.005895707756280899,0.03077223151922226,0.07,0.4,200,True
9,18.517284063549695,0.6940102132450683,0.013873192481696606,0.04305949807167053,0.07,0.4,200,True
