sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,43.71164762130831,0.9963288476961685,4.161216565989889e-05,0.008563418872654438,0.05,0.8,500
1,42.420890693323194,0.9879568479993641,5.719813270843588e-05,0.00678529217839241,0.05,0.8,500
2,39.502399893261554,0.9956862527581068,0.00010453419236000627,0.005964942276477814,0.05,0.8,500
3,45.81969159012406,0.9962013540529984,2.4176752049243078e-05,0.004697734955698252,0.05,0.8,500
4,41.01628972435459,0.9962117997823731,7.798741717124358e-05,0.004828109871596098,0.05,0.8,500
5,46.41226691574806,0.9962320995619914,2.1127090803929605e-05,0.004489425104111433,0.05,0.8,500
6,47.25650631232324,0.9977561482088977,1.5393630746984854e-05,0.00504503957927227,0.05,0.8,500
7,43.31277089045482,0.993186944363287,4.616737714968622e-05,0.004075445234775543,0.05,0.8,500
8,42.746197995864705,0.9946820229076626,5.26836265635211e-05,0.00622763903811574,0.05,0.8,500
9,45.46550355259609,0.9957489981186279,2.8012669645249844e-05,0.0067345271818339825,0.05,0.8,500
