sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,10.570585046161721,0.06793761482976012,0.08576826006174088,0.5082544684410095,1.0,0.2,50
1,13.00836565899872,0.1450059987215402,0.04996136948466301,0.3890005350112915,1.0,0.2,50
2,12.45936553981547,0.0327577430497261,0.05291292816400528,0.422403484582901,1.0,0.2,50
3,12.106115978521368,0.05388338190578682,0.0568532831966877,0.4188626706600189,1.0,0.2,50
4,11.90602964761458,0.05489210369170691,0.0635404884815216,0.4005964994430542,1.0,0.2,50
5,11.979062379000261,0.052364037297123786,0.05863543227314949,0.4251362085342407,1.0,0.2,50
6,11.339586400433927,0.04927124704513484,0.06012195721268654,0.43911734223365784,1.0,0.2,50
7,11.977740710001449,0.03668385806032717,0.06278244405984879,0.4327908456325531,1.0,0.2,50
8,12.675231273727356,0.08067435909684499,0.05355159193277359,0.4013514816761017,1.0,0.2,50
9,12.438087276693059,0.08936385094046839,0.056246574968099594,0.41197672486305237,1.0,0.2,50
