sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,16.290600025368065,0.5161899687443455,0.022978680208325386,0.05687932297587395,0.35,1.2,200,False
1,18.39016790483568,0.6824215129497188,0.014469519257545471,0.05606050789356232,0.35,1.2,200,False
2,26.186997619923883,0.7788333385249735,0.0022428412921726704,0.034323085099458694,0.35,1.2,200,False
3,28.267889078416456,0.8590368905622618,0.001375872641801834,0.0494137704372406,0.35,1.2,200,False
4,19.838288849523934,0.6517916261709559,0.010228798724710941,0.0721062645316124,0.35,1.2,200,False
5,19.924980204043802,0.6647901409062049,0.009409540332853794,0.05065678432583809,0.35,1.2,200,False
6,19.675927496765713,0.6275819339048564,0.00881858728826046,0.06198469176888466,0.35,1.2,200,False
7,25.63060801737899,0.7672625742376935,0.002707394305616617,0.04301891475915909,0.35,1.2,200,False
8,18.565081838254798,0.6106069446067718,0.01379708293825388,0.056197639554739,0.35,1.2,200,False
9,19.31948648788133,0.7278815008060991,0.011533367447555065,0.06695970147848129,0.35,1.2,200,False
