sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,28.05271354835661,0.8991778308631525,0.0015314883785322309,0.02792580984532833,0.5,0.4,400
1,30.212219054240737,0.8833078885195302,0.0009511499083600938,0.025402110069990158,0.5,0.4,400
2,29.830876782438878,0.950725472960871,0.0009691938757896423,0.0241012554615736,0.5,0.4,400
3,34.41412190475697,0.9757201439086867,0.00033416037331335247,0.01765107922255993,0.5,0.4,400
4,29.711906839211895,0.9271597096079459,0.0010530835716053843,0.02629864774644375,0.5,0.4,400
5,31.811073410770984,0.9316776382964647,0.0006094794371165335,0.026027819141745567,0.5,0.4,400
6,33.00691227895426,0.9761198239921909,0.00040954395080916584,0.019692981615662575,0.5,0.4,400
7,31.185072876961218,0.9135898844837773,0.0007535377517342567,0.026791881769895554,0.5,0.4,400
8,29.912835195669242,0.899196936976226,0.0010116073535755277,0.02391120418906212,0.5,0.4,400
9,31.79082914797197,0.934754670442873,0.0006528627127408981,0.023575935512781143,0.5,0.4,400
