sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,-91.66070922570854,-1.1147629298733667e-09,1433692416.0,212364.703125,0.25,300,0.6
1,-91.25973453456346,-3.914731763386005e-10,1334886528.0,206553.40625,0.25,300,0.6
2,-91.87104954474228,8.35472268001213e-11,1434178816.0,209619.625,0.25,300,0.6
3,-96.28669006395533,-1.748942815281543e-10,3926776064.0,206985.125,0.25,300,0.6
4,-90.7872555971832,3.950175134009981e-09,1181351296.0,204048.890625,0.25,300,0.6
5,-88.9891771128132,2.2354218427168027e-10,732797760.0,206521.4375,0.25,300,0.6
6,-91.42423904977582,-5.688791557963796e-10,1136097536.0,204933.59375,0.25,300,0.6
7,-93.4889134054749,6.7538537605545226e-12,2210566912.0,217903.84375,0.25,300,0.6
8,-93.22610408198707,1.1424726413661591e-10,2084039168.0,206740.515625,0.25,300,0.6
9,-91.51612307286784,7.710311057772356e-11,1398032000.0,207796.359375,0.25,300,0.6
