sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,31.077727120927516,0.8913684569527967,0.0007631543558090925,0.03626153990626335,0.25,0.4,400
1,38.139938645852574,0.9645044033649167,0.00015327701112255454,0.0277696680277586,0.25,0.4,400
2,31.558809045527134,0.8514750285844931,0.0006510547245852649,0.03133309632539749,0.25,0.4,400
3,38.71115571696926,0.9478533114734325,0.00012423716543707997,0.027938613668084145,0.25,0.4,400
4,23.571860089462483,0.7831878744487932,0.004329796880483627,0.036939334124326706,0.25,0.4,400
5,33.10322555269916,0.9088729105320816,0.0004526305419858545,0.032427117228507996,0.25,0.4,400
6,36.03984949484137,0.938275727771138,0.00020370738639030606,0.03139907866716385,0.25,0.4,400
7,33.027257231008534,0.8769026886127789,0.00049304508138448,0.02734113112092018,0.25,0.4,400
8,37.23357421979398,0.9479758380705604,0.00018747273134067655,0.029956268146634102,0.25,0.4,400
9,34.17019968723349,0.9390302628770825,0.0003774720535147935,0.037547964602708817,0.25,0.4,400
