sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,31.84972227743614,0.9498336440311712,0.0006388705223798752,0.01492617279291153,0.5,1.4,100
1,34.69800619914041,0.9655938904167329,0.00033858700771816075,0.015713736414909363,0.5,1.4,100
2,33.91152867951126,0.9447463382769787,0.00037874377449043095,0.014407800510525703,0.5,1.4,100
3,36.23843846153506,0.9802748583203376,0.00021954487601760775,0.011769561097025871,0.5,1.4,100
4,25.910892079485464,0.9100111802440172,0.002526761731132865,0.01709851250052452,0.5,1.4,100
5,38.33839683985583,0.9883750338180393,0.0001355897111352533,0.011436905711889267,0.5,1.4,100
6,34.91927961285363,0.9739498119758994,0.00026367182726971805,0.014096144586801529,0.5,1.4,100
7,37.55022773264743,0.943306108400364,0.00017401613877154887,0.010707874782383442,0.5,1.4,100
8,31.32720708840808,0.9503654705435499,0.0007304236060008407,0.014135717414319515,0.5,1.4,100
9,35.04896588741643,0.9609413954003554,0.0003083246119786054,0.018622418865561485,0.5,1.4,100
