sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,lambda_rd,anis_param,clip
0,30.6338948398923,0.942983734495438,0.0008452702895738184,0.018218325451016426,0.7,0.9,1,1e-08,0.0046415888336127,True
1,28.202078473804697,0.9414000648301637,0.0015109950909391046,0.030062543228268623,0.7,0.9,1,1e-08,0.0215443469003188,True
2,32.298827140063665,0.9648730885564235,0.000549054704606533,0.013249212875962257,0.7,0.9,1,1e-08,0.0004641588833612,True
3,31.779408938217774,0.9393201302717775,0.0006129516987130046,0.01553531363606453,0.7,0.9,1,1e-08,0.0215443469003188,True
4,26.33009939846847,0.9413499660728455,0.002294264966621995,0.014601819217205048,0.7,0.9,1,1e-08,0.0021544346900318,True
5,36.925758628533046,0.9834454128955048,0.0001877113536465913,0.0141880102455616,0.7,0.9,1,1e-08,0.01,True
6,31.74933435956487,0.9524979309339395,0.0005470893811434507,0.01929471082985401,0.7,0.9,1,1e-08,0.001,True
7,39.30078303446892,0.981106947050252,0.00011628775973804295,0.004932207986712456,0.7,0.9,1,1e-08,0.01,True
8,29.93552700854158,0.9441925732205527,0.0010063356021419168,0.021448474377393723,0.7,0.9,1,1e-08,0.001,True
9,17.97148224735456,0.649610311713891,0.015731006860733032,0.03824540600180626,0.7,0.9,1,1e-08,0.01,True
10,25.301624384734872,0.9448642949309388,0.0029154836665838957,0.03005954809486866,0.7,0.9,1,1e-08,0.0021544346900318,True
11,28.92544982004068,0.8961801057752564,0.0012788535095751286,0.027032162994146347,0.7,0.9,1,1e-08,0.0464158883361277,True
12,27.330846815215164,0.9166071382750083,0.001836323761381209,0.0137289147824049,0.7,0.9,1,1e-08,0.0046415888336127,True
13,30.568469940805375,0.9613044216567641,0.0008746835519559681,0.02271430939435959,0.7,0.9,1,1e-08,0.01,True
14,31.12413475181163,0.9261658756740937,0.0007709504570811987,0.026690851897001266,0.7,0.9,1,1e-08,0.0004641588833612,True
15,36.97585083964559,0.979585428494418,0.00020031241001561284,0.009178859181702137,0.7,0.9,1,1e-08,0.01,True
16,34.84607800184688,0.9676840378700057,0.00032655999530106783,0.016111282631754875,0.7,0.9,1,1e-08,0.0215443469003188,True
17,29.794909305881475,0.9576393235916939,0.0010472505819052458,0.01886346936225891,0.7,0.9,1,1e-08,0.0215443469003188,True
18,32.27305374852034,0.9438906303953891,0.0005717872991226614,0.017206812277436256,0.7,0.9,1,1e-08,0.01,True
19,31.563700276600816,0.965624064214766,0.0006743891281075776,0.017566755414009094,0.7,0.9,1,1e-08,0.0046415888336127,True
20,26.562898998855967,0.821826024982219,0.001888026250526309,0.02870258316397667,0.7,0.9,1,1e-08,0.01,True
21,33.766686157726866,0.9837089840657202,0.0004196231602691114,0.015091950073838234,0.7,0.9,1,1e-08,0.0215443469003188,True
22,28.049459577043343,0.944439433753429,0.0015371448826044798,0.02683224156498909,0.7,0.9,1,1e-08,0.0004641588833612,True
23,22.062496510828726,0.8592245638619294,0.0062072668224573135,0.022532695904374123,0.7,0.9,1,1e-08,0.0215443469003188,True
24,28.13285206599097,0.9327294736316329,0.0015308266738429666,0.02558712475001812,0.7,0.9,1,1e-08,0.0002154434690031,True
