sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,22.518067329703953,0.39080335840315417,0.005477449391037226,0.144083172082901,0.5,0.2,50
1,23.341794726408672,0.46074652383284326,0.00462691392749548,0.14251108467578888,0.5,0.2,50
2,24.54545255050396,0.37685850511460134,0.003273053327575326,0.11742348223924637,0.5,0.2,50
3,23.41168773251994,0.4207659786998634,0.004209188278764486,0.13614197075366974,0.5,0.2,50
4,24.226515973941055,0.4595805411999649,0.0037239338271319866,0.11027885973453522,0.5,0.2,50
5,23.093381524099176,0.36599765584186345,0.004536576569080353,0.14196282625198364,0.5,0.2,50
6,21.546924462928935,0.31322220730526523,0.005731908604502678,0.14755968749523163,0.5,0.2,50
7,22.07094761439567,0.2830993818918307,0.00614493852481246,0.17851731181144714,0.5,0.2,50
8,24.44425549086807,0.4583918744094105,0.0035634443629533052,0.1284046769142151,0.5,0.2,50
9,23.652148669946005,0.47249214812177087,0.004252946469932795,0.14263804256916046,0.5,0.2,50
